number,title,image,year,location,color_1,color_2,color_3,color_4,color_5
530,Seascape at Saintes-Maries (Fishing Boats at Sea),Van_Gogh_-_Fischerboote_bei_Saintes-Maries1.jpeg,1888,"Pushkin Museum, Moscow, Russia (F417)",#7F8090,#B4B199,#6F7178,#8A8457,#4C4F51
531,Three White Cottages in Saintes-Maries,Van_Gogh_-_Drei_weiße_Hütten_in_Saintes-Maries.jpeg,1888,Kunsthaus Zürich (F419),#374977,#D4D2C1,#854C0D,#2E3524,#9E6C2B
532,Street in Saintes-Maries,Van_Gogh_-_Gasse_in_Saintes-Maries2.jpeg,1888,Private Collection (F420),#B57E55,#E6CB70,#A99E89,#575A45,#7F816A
533,The Sower with Setting Sun (Sower upper right quadrant),The_Sower.jpg,1888,"Kröller-Müller Museum, Otterlo, Netherlands (F422)",#BD9742,#DEC05D,#ACB7AE,#58635A,#868E83
534,The Zouave (Half-Figure),Van_Gogh_-_Der_Zuave_(Halbfigur).jpeg,1888,"Van Gogh Museum, Amsterdam, Netherlands (F423)",#303431,#B4995D,#A8513A,#6C5E47,#427F68
535,The Seated Zouave,Vincent_Willem_van_Gogh_026.jpg,1888,Private collection (F424),#CC4E42,#7E2E21,#7E674D,#AC7758,#C8B9A5
536,Wheat Stacks in Provence or Haystacks in Provence,Wheat_stacks_in_Provence.jpg,"June, 1888","Kröller-Müller Museum, Otterlo, Netherlands (F425)",#715F28,#4D6B72,#404221,#94813F,#799AA1
537,"The Trinquetaille Bridge over the Rhone (View of a River, Quay, and Bridge)",Van_Gogh_-_Die_Brücke_von_Triquetaille.jpeg,1888,"Collection Joseph Hackmey, Israel (F426)",#645D5A,#968B87,#C3B9AE,#908F92,#AB9284
538,Rubin du Roi Canal with Women Washing,Van_Gogh_-_Der_Kanal_-La_Roubine_du_Roi-_mit_Waschfrauen.jpeg,1888,"Private Collection, New York (F427)",#4A5B51,#737C59,#4F6A80,#9EA97D,#2D332D
539,Sunny Lawn in a Public Park (Newly Mowed Lawn with Weeping Tree),Van_Gogh_-_Wiese_mit_Trauerweide.jpeg,1888,"Private Collection, Zürich, Switzerland (F428)",#919E60,#B1AF4B,#75865C,#B4BC80,#556039
540,Flowering Garden,Van_Gogh_-_Blühender_Garten_mit_Pfad.jpeg,1888,Private Collection (F429),#C8C386,#989063,#7B6E28,#655F3D,#B49A45
541,Flowering Garden with Path,Van_Gogh_-_Blumengarten.jpeg,1888,"Gemeentemuseum Den Haag, The Hague, Netherlands (F430)",#976B4F,#8F7963,#B2A089,#655642,#767966
542,La Mousmé,Vangogh_mousme.jpg,1888,"National Gallery of Art, Washington, D.C. (F431)",#ADAE8B,#C4E2C1,#7E6356,#4B3D3C,#9B8C68
543,"Portrait of the Postman Joseph Roulin, Sitting in a Cane Chair, Three-Quarter-Length",Vincent_van_Gogh_-_Portret_van_de_postbode_Joseph_Roulin.jpg,early August 1888,"Museum of Fine Arts, Boston, Massachusetts (F432)",#132D3F,#225573,#797050,#74867E,#B0C4C1
544,Portrait of Postman Roulin,Portrait_of_the_Postman_Joseph_Roulin_(1888)_van_Gogh_DIA.jpg,early August 1888,"Detroit Institute of Arts, Michigan (F433)",#B0A46D,#7C7443,#494938,#B3CFD4,#141615
545,Portrait of the Postman Joseph Roulin,Portrait_of_the_Postman_Joseph_Roulin_(1888)_van_Gogh_Winterthur.jpg,1888,"Kunstmuseum Winterthur, Switzerland (F434)",#DFD8A1,#DCB622,#2E352B,#A3923F,#696C43
546,Postman Joseph Roulin,Van_Gogh_Portrait_of_the_Postman_Joseph_Roulin.jpg,April 1888,"Barnes Foundation, Merion Station, Pennsylvania (F435)",#4C4943,#CEC65F,#A5A339,#8A836B,#BC9454
547,Portrait of the Postman Joseph Roulin,Vincent_van_Gogh_-_Portrait_of_Joseph_Roulin.jpg,April 1888,"Museum of Modern Art, New York, New York (F436)",#8F8E75,#39455D,#4E554D,#64664B,#323820
548,Coal Barges,Van_Gogh_-_Kohlenkähne.jpeg,1888,"Private collection, Maryland (F437)",#6D6B5B,#E2BA36,#464129,#96AB5F,#AB8B48
549,Coal Barges also The Unloaders in Arles,Van_Gogh_-_Hafenarbeiter_in_Arles.jpeg,1888,"Museo Thyssen, Madrid Spain (F438)",#AEA544,#B69E77,#463F3C,#826B46,#E1B54B
550,Portrait of Joseph Roulin,Portrait_of_the_Postman_Joseph_Roulin_(1889)_van_Gogh_Kroller.jpg,1888,"Kröller-Müller Museum, Otterlo, Netherlands (F439)",#5D5724,#6B9550,#A3C484,#264238,#A89345
551,Roulin's Baby,Van_Gogh_-_Marcelle_Roulin_als_Baby.jpeg,1888,"National Gallery of Art, Washington D.C. (F440)",#B7BF8F,#CDD2A9,#ACBC8A,#90AC7A,#B8C398
552,Portrait of Marcelle Roulin,Van_Gogh_-_Marcelle_Roulin_als_Baby1.jpeg,1888,"Van Gogh Museum, Amsterdam (F441)",#D3A75A,#A7AF56,#B27D39,#D8C99A,#B7B470
553,The Baby Marcelle Roulin,Van_Gogh_-_Marcelle_Roulin_als_Baby2.jpeg,1888,"Fondation Socindec, Vaduz, Liechtenstein (F441a)",#B18766,#BDC593,#9BB476,#BEB288,#DDD2A8
554,Portrait of Patience Escalier (The Old Peasant),Vincent_van_Gogh_Portrait_of_a_Peasant.jpg,1888,"Norton Simon Museum, Pasadena, California (F443)",#71806D,#5F6C93,#464D53,#9F7F33,#B3AD7A
555,Portrait of Patience Escalier; Shepherd in Provence,Vincent_Willem_van_Gogh_086.jpg,1888,"Niarchos Collection, Zürich (F444)",#AE7A5E,#472725,#696D80,#93492B,#E58F31
556,Encampment of Gypsies with Caravans,Vincent_van_Gogh-_The_Caravans_-_Gypsy_Camp_near_Arles.JPG,1888,"Musée d'Orsay, Paris, France (F445)",#98C7A0,#564A2A,#BFB165,#8E9A6F,#D4DABE
557,"Railway Carriages, (b/w copy)",Van_Gogh_-_Eisenbahnwagons.jpeg,1888,"Musée Angladon, Avignon, France (F446)",#7B9F62,#83572A,#3F2B16,#CCB078,#B07E4E
558,Thistles,Van_Gogh_-_Disteln.jpeg,1888,"Tate Gallery, London (F447)",#828177,#C8BCAB,#B58769,#885D43,#474A3F
559,Two Thistles,Van_Gogh_-_Disteln1.jpeg,1888,Private collection (F447a),#B09468,#D3C7BD,#B1A58F,#5A533B,#867C60
560,The Painter on His Way to Work on the Road to Tarascon,Vincent_Van_Gogh_0013.jpg,1888,"Destroyed by Fire in World War II; Formerly in the Kaiser Friedrich-Museum, Magdeburg, Germany (F448)",#B19862,#D1BE8B,#7D7B67,#9EADA4,#5A4E41
561,The Rhônebarken also Quay with Men Unloading Sand Barges,Vincent_Van_Gogh_0015.jpg,1888,"Folkwang Museum, Essen, Germany (F449)",#B2B285,#7CAA81,#555E3C,#928F6E,#B1CEB0
562,The Sower with Setting Sun (with diagonal tree trunk) (on burlap),Vincent_Willem_van_Gogh_024.jpg,1888,"Foundation E.G. Bührle Collection, Zurich, Switzerland (F450)",#A79C5F,#564C3A,#726B59,#6C5A2B,#2C2013
563,The Sower with Setting Sun (with diagonal tree trunk)(on canvas),Van_Gogh_-_Sämann_bei_untergehender_Sonne3.jpeg,1888,"Van Gogh Museum, Amsterdam, Netherlands (F451)",#70695E,#D0C159,#AC9B33,#958C56,#5D542E
564,Three Sunflowers in a Vase,Van_Gogh_Vase_with_Three_Sunflowers.jpg,1888,Private Collection (F453),#8D472A,#4D442E,#3C1C12,#547462,#2D5745
565,Still Life: Vase with Fifteen Sunflowers,Vincent_Willem_van_Gogh_127.jpg,1888,"National Gallery, London, England (F454)",#B4A023,#C0AF4B,#E5DC81,#BDB568,#917C1F
566,Still Life: Vase with Twelve Sunflowers,Vincent_Willem_van_Gogh_128.jpg,1888,"Neue Pinakothek, Munich (F456)",#CEB166,#C09435,#847241,#BEC2A5,#B8A261
567,Five Sunflowers in a Vase,Van_Gogh_Vase_with_Six_Sunflowers.jpg,1888,"Destroyed by Fire in World War II in Ashiya, Japan, 6 August 1945 (F459)[6]",#5D371B,#433833,#7F4B23,#7B5C48,#B67C51
568,A Pair of Old Shoes,Van_Gogh_-_Ein_Paar_Schuhe4.jpeg,1888,"Metropolitan Museum of Art, New York, New York (F461)",#C5A974,#B99865,#DBC08B,#C8A765,#84653E
569,Portrait of Eugene Boch,Van_Gogh_Portrait_Eugene_Boch.jpg,1888,"Musée d'Orsay, Paris, France[7] (F462)",#906C38,#353821,#735222,#C99A53,#24353C
570,The Night Café,Vincent_Willem_van_Gogh_076.jpg,1888,"Yale University Art Gallery, New Haven, Connecticut (F463)",#907D38,#CE9B2E,#5C2F16,#AA3D14,#A87019
571,The Yellow House,Vincent_van_Gogh_-_The_yellow_house_('The_street').jpg,1888,"Van Gogh Museum, Amsterdam (F464)",#657069,#91895C,#676338,#A9A272,#3C577A
572,Sunset: Wheat Fields Near Arles,Van_Gogh_-_Weizenfeld_bei_Sonnenuntergang.jpeg,1888,"Kunstmuseum Winterthur, Switzerland (F465)",#9AA995,#D8AF36,#626462,#C99853,#986D35
573,Rocks with Oak Tree,ChrisLitherlandRocksVanGogh.jpg,1888,"Museum of Fine Arts, Houston, Texas (F466)",#C4D1CF,#49645B,#739390,#9DAA84,#9FB6B7
574,Cafe Terrace at Night,Vincent_Willem_van_Gogh_-_Cafe_Terrace_at_Night_(Yorck).jpg,1888,"Kröller-Müller Museum, Otterlo, Netherlands (F467)",#89753A,#B49F54,#7D7758,#4E4838,#808997
575,Poet's Garden with Round Clipped Shrub and Weeping Tree,Van_Gogh_-_Lichtung_in_einem_Park_-_Der_Garten_des_Dichters_I.jpeg,1888,"Art Institute of Chicago, Chicago, Illinois (F468)",#607A3C,#78954A,#384E1C,#7A8C2A,#B4C749
576,A Lane in the Public Garden at Arles,Van_Gogh_-_Weg_im_Park_von_Arles_mit_Spaziergängern.jpeg,1888,"Kröller-Müller Museum, Otterlo, Netherlands (F470) ",#70865E,#536145,#9DA46C,#829359,#71814B
577,The Park at Arles with the Entrance Seen through the Trees,Van_Gogh_-_Eingang_zum_Park_in_Arles_mit_zwei_Figuren.jpeg,1888,Destroyed during fire World War II (F471) ,#484249,#958F97,#655F66,#706A72,#6B656D
578,The Public Park at Arles,Van_Gogh_-_Weg_im_Park_von_Arles.jpeg,1888,Private collection (F472),#828F8F,#948554,#686743,#B5A267,#C6C7B6
579,Portrait of Milliet; Second Lieutenant of the Zouaves,Vincent_Willem_van_Gogh_094.jpg,1888,"Kröller-Müller Museum, Otterlo, Netherlands (F473)",#413132,#B46957,#707468,#695249,#8E907C
580,Starry Night Over the Rhone,Starry_Night_Over_the_Rhone.jpg,1888,"Collection Mr. and Mrs. R. Kahn-Sriber (on loan to the Musée d'Orsay, Paris) (F474)",#8B828A,#695665,#434E73,#2B1E32,#4E3E4C
581,The Green Vineyard,Van_Gogh_-_Der_grüne_Weinberg.jpeg,1888,"Kröller-Müller Museum, Otterlo, Netherlands (F475)",#657E9B,#988B64,#5D5337,#8BA2A9,#7A7052
582,Self-Portrait (Dedicated to Paul Gauguin),VanGogh-self-portrait-dedicated_to_gaugin.jpg,1888,"Harvard Art Museums, Cambridge, Massachusetts (F476)",#3B3824,#71C090,#A8A76E,#68764E,#4AAE77
583,Portrait of the Artist's Mother,Van_Gogh_-_Bildnis_der_Mutter_des_Künstlers.jpeg,1888,"Norton Simon Museum, Pasadena, California (F477)",#8A8662,#A3B67F,#80AD67,#79745D,#48433C
584,"The Brothel, (b/w copy)",Van_Gogh_-_Das_Bordell.jpeg,1888,"Barnes Foundation, Merion, Pennsylvania (F478)",#9D96A0,#756E78,#6C656F,#706973,#463F49
585,Tarascon Diligence (The Tarascon Stagecoach),Van_Gogh_-_Die_Postkutsche_nach_Tarascon.jpeg,1888,"The Henry and Rose Pearlman Foundation, Inc., New York (F478a)",#A3A090,#A78D49,#74705B,#343225,#4A5694
586,Poet's Garden with a Couple and a Blue Fir Tree (Poet's Garden III),Vincent_Willem_van_Gogh_081.jpg,1888,Private Collection (F479),#80775D,#352E24,#5E5852,#7F7134,#B5A673
587,"The Railway Bridge over Avenue Montmajour, Arles (with Pedestrians and Horse-drawn Cart)",Vincent_Willem_van_Gogh_039.jpg,1888,Private Collection (F480),#A18A65,#B3A98C,#8F8972,#6F624E,#3E2F2A
588,The Trinquetaille Bridge,Vincent_Willem_van_Gogh_030.jpg,1888,Private Collection (F481),#71745E,#4C4F3E,#9F9E83,#7C7A59,#6D756B
589,Bedroom in Arles,VanGogh_Bedroom_Arles1.jpg,October 1888,"Van Gogh Museum, Amsterdam (F482)",#585E45,#A9AC86,#B86C2F,#689289,#95784B
590,The Lovers: The Poet's Garden IV,Van_Gogh_-_Zypressenweg_mit_Liebespaar_-_Der_Garten_des_Dichters_IV.jpeg,1888,"Location unknown, stolen in 1937 (F485)",#847C83,#888188,#B7B1B9,#5B525A,#867E86
591,Falling Autumn Leaves (Les Alyscamps),Alyscamps_van_gogh.jpg,1888,"Kröller-Müller Museum, Otterlo, Netherlands (F486)",#DF8021,#A7581B,#B9A058,#7A6F45,#4E341A
592,Falling Autumn Leaves (Les Alyscamps),"Van_Gogh_-_Les_Alyscamps,_Allee_in_Arles.jpeg",1888,Private collection (F487),#A77439,#78754F,#C98C47,#ABA576,#534D2B
593,L'Arlesienne: Madame Ginoux with Books,LArlesienneWithBooks.jpg,1888,"Metropolitan Museum of Art, New York, New York (F488)",#B06324,#D9C142,#A6A068,#251B12,#5F5833
594,L'Arlesienne: Portrait of Madame Ginoux,Vincent_Willem_van_Gogh_059.jpg,1888,"Musée d'Orsay, Paris, France (F489)",#9B925F,#B3C197,#D2BC52,#34382E,#866538
595,Portrait of Madame Augustine Roulin and Baby Marcelle,Van_Gogh_-_Madame_Augustine_Roulin_mit_Baby.jpeg,1888,"Philadelphia Museum of Art, Pennsylvania (F490)",#E1C536,#9CA444,#6A7542,#CFCA9D,#AAA66C
596,Mother Roulin with Her Baby,Van_Gogh_-_Madame_Augustine_Roulin_mit_Baby1.jpeg,1888,"Metropolitan Museum of Art, New York, New York (F491)",#876C38,#DFBF4D,#BFA25E,#D4CEAD,#646A49
597,Portrait of Armand Roulin,Vincent_Willem_van_Gogh_088.jpg,1888,"Museum Folkwang, Essen (F492)",#CAA927,#B3AF7B,#909D69,#8B742A,#292C1C
598,Portrait of Armand Roulin,Vincent_Willem_van_Gogh_087.jpg,1888,"Museum Boijmans Van Beuningen, Rotterdam (F493)",#207A40,#9E9271,#1F3D34,#112321,#385441
599,The Sower (van Gogh),Van_Gogh_-_Der_Sämann3.jpeg,1888,"Villa Flora, Winterthur, Switzerland (F494)",#AC9A67,#AE9C68,#B7A674,#B19F6A,#A39361
600,The Red Vineyard,Red_vineyards.jpg,1888,"Pushkin Museum, Moscow, only painting sold during the artist's liftetime, former collection Anna Boch (F495)",#B3A366,#776249,#3C3229,#57635B,#9B5D3F
601,Memory of the Garden at Etten (Ladies of Arles),Vincent_Willem_van_Gogh_098.jpg,1888,"Hermitage, St. Petersburg, Russia (F496)",#253434,#9BA298,#AC6C3F,#665A4A,#46656B
602,The Novel Reader,Vincent_Willem_van_Gogh_035.jpg,1888,Private collection (F497),#978E64,#67625A,#C2B76C,#8A7D48,#46363F
603,Van Gogh's Chair,Vincent_Willem_van_Gogh_138.jpg,1888,"National Gallery, London, England (F498)",#7E8354,#58796E,#726537,#9AA977,#8D8846
604,Paul Gauguin's Armchair,Vincent_van_Gogh_-_De_stoel_van_Gauguin_-_Google_Art_Project.jpg,1888,"Van Gogh Museum, Amsterdam (F499)",#506347,#574020,#5D5933,#7E7543,#625A3B
605,"Self-Portrait (Green Background, 3/4 Profile)",Van_Gogh_-_Selbstbildnis34.jpeg,1888,Private Collection (F501),#A99544,#8D9C5C,#D1B959,#6E6735,#A6AC6D
606,Portrait of Madame Augustine Roulin,Portrait_of_Madame_Augustine_Roulin_1888_van_Gogh_Winterthur.jpg,1888,"Oskar Reinhart Collection, Winterthur, Switzerland (F503)",#4F6137,#CD9F47,#643E17,#B8741D,#7E814A
607,La Berceuse (Augustine Roulin),La_Berceuse_Augustine_Roulin_Otterlo.jpg,December 1888,"Kröller-Müller Museum, Otterlo, Netherlands (F504)",#A64931,#8F8F6B,#3D5F38,#763B22,#1F2818
608,Orchard in Blossom,Van_Gogh_-_Blühender_Obstgarten3.jpeg,1888,"Van Gogh Museum, Amsterdam (F511)",#9DA68D,#B9BD82,#97A95B,#748151,#CED5C2
609,Orchard Bordered by Cypresses,"Van_Gogh_-_Blühender_Obstgarten,_von_Zypressen_umgeben.jpeg",1888,"Kröller-Müller Museum, Otterlo, Netherlands (F513)",#BEA472,#897C5F,#799EB9,#BABCAC,#9F9887
610,Self-Portrait as an Artist,Vincent_van_Gogh_-_Zelfportret_als_schilder_(1888).jpg,1888,"Van Gogh Museum, Amsterdam (F522)",#766A4F,#9C9275,#6F7981,#BCBCAB,#36404A
611,Self-Portrait with Pipe and Straw Hat,Van_Gogh_-_Selbstbildnis_mit_Strohhut_und_Pfeife2.jpeg,1888,"Van Gogh Museum, Amsterdam, Netherlands (F524)",#906E5C,#DDA475,#C3B1A0,#CCCFCD,#859A94
612,Portrait of a One-Eyed Man,Van_Gogh_-_Bildnis_eines_einäugigen_Mannes.jpeg,1888,"Van Gogh Museum, Amsterdam (F532)",#67624E,#847152,#A39670,#43483C,#647160
613,Portrait of Joseph-Michel Ginoux also Portrait of a Man,Van_Gogh_-_Bildnis_eines_Mannes1.jpeg,1888,"Kröller-Müller Museum, Otterlo, Netherlands (F533)",#899023,#858D57,#3B4939,#BDC334,#C4C488
614,The Smoker,Van_Gogh_The_Smoker.jpg,1888,"Barnes Foundation, Merion, Pennsylvania (F534)",#5D612E,#AAC296,#9C8940,#53A68E,#4C8267
615,Girl with Ruffled Hair (The Mudlark),Van_Gogh_-_Kopf_eines_Mädchens.jpg,1888,"Musée des Beaux-Arts, La-Chaux-de-Fonds, Switzerland (F535)",#BFC6A8,#85948C,#D7B663,#424048,#A3753D
616,Young Man with a Cap (Armand Roulin),Vincent_Willem_van_Gogh_055.jpg,1888,"Private Collection, Zürich, Switzerland (F536)",#9C7740,#B1866F,#CBA250,#4E383F,#826868
617,Portrait of Camille Roulin,Van_Gogh_-_Bildnis_Camile_Roulin.jpeg,1888,"Philadelphia Museum of Art, Pennsylvania (F537)",#E1CB3D,#BA9A4A,#A5AF69,#798052,#6A5D2D
618,Portrait of Camille Roulin,Portrait_of_Camille_Roulin_1888_Vincent_van_Gogh.jpg,1888,"Van Gogh Museum, Amsterdam (F538)",#698561,#7A6D2D,#BBB753,#3A522B,#9A953D
619,Two Lovers (Fragment),"Van_Gogh_1888-03,_Arles_-_Two_Lovers_(Fragment)_F_544_JH_1369.jpg",1888,Location Unknown (F544),#676B35,#345F46,#8F773D,#5B9177,#483A1E
620,Arles: View from the Wheat Fields (Wheat Field with Sheaves and Arles in the Background),Van_Gogh_-_Weizenfeld_mit_Blick_auf_Arles.jpeg,1888,"Musée Rodin, Paris, France (F545)",#DAB060,#D8AD5F,#D9B366,#D6A65D,#CE9E5B
621,Paul Gauguin (Man in a Red Beret),Vincent_van_Gogh_-_Paul_Gauguin_(Man_in_a_Red_Beret).jpg,1888,"Van Gogh Museum, Amsterdam (F546)",#A7AC6C,#8B9767,#6E4233,#4D5436,#73754C
622,The Dance Hall in Arles,Van_Gogh_-_Tanzsaal_in_Arles.jpg,1888,"Musée d'Orsay, Paris, France (F547)",#242B1C,#807034,#54604E,#C1B880,#564A20
623,Les Arènes (Spectators in the Arena at Arles),Vincent_Willem_van_Gogh_028.jpg,1888,"Hermitage, St. Petersburg, Russia (F548)",#6D614E,#8A5F2B,#5E6060,#413C38,#9F8F6D
624,Interior of the Restaurant Carrel in Arles,Van_Gogh_-_Das_Restaurant_Carrel_in_Arles.jpeg,1888,Private collection (F549),#CEB66C,#868E71,#756D49,#A67D4A,#B7945B
625,Interior of a Restaurant in Arles,Van_Gogh_-_Interieur_eines_Restaurants_in_Arles.jpeg,1888,Private collection (F549a),#BFAE75,#4B4132,#A88F54,#887C5B,#846E45
626,"The Old Mill, 1888",Vincent_van_Gogh_(1853-1890)_-_The_Old_Mill_(1888).jpg,1888,"Albright-Knox Art Gallery, Buffalo, New York (F550)",#8EA196,#626255,#847248,#BABA9D,#999073
627,Orchard with Peach Trees in Blossom,Vincent_Willem_van_Gogh_077.jpg,1888,Private collection (F551),#CAC5B4,#8E8371,#9F9C92,#5E5445,#B1A68F
628,The Flowering Orchard (Cherry Tree),Vincent_Van_Gogh_0021.jpg,1888,"Metropolitan Museum of Art, New York (F552)",#ADA788,#A0995E,#7F7C44,#DFD8C1,#5A581F
629,Orchard in Blossom (Plum Trees),Vincent_Willem_van_Gogh_012.jpg,1888,"National Gallery of Scotland, Edinburgh, Scotland (F553)",#9C9576,#B4BCB3,#828045,#7C8076,#50531E
630,"Orchard in Blossom, Bordered by Cypresses",Van_Gogh_-_Blühender_Obstgarten_von_Zypressen_umgeben1.jpeg,1888,"Private Collection, New York (F554)",#828C77,#86927E,#7F8B76,#7F9082,#838F7C
631,Apricot Trees in Bloom also Pink Trees,WLANL_-_artanonymous_-_De_roze_boomgaard.jpg,1888,"Van Gogh Museum, Amsterdam, Netherlands (F555)",#A4A4A2,#5A5F46,#877F63,#7B7C7C,#7B8170
632,Apricot Trees in Blossom,Van_Gogh_-_Blühender_Obstgarten_mit_Aprikosenbäumen1.jpeg,1888,"Private collection, Johannesburg (F556)",#959285,#75756D,#575347,#766F5D,#7A7463
633,Almond Tree in Blossom,Vincent_Willem_van_Gogh_013.jpg,1888,"Van Gogh Museum, Amsterdam (F557)",#BDA986,#9A856D,#A59366,#A58C57,#82733F
634,Harvest in Provence,Ernte_in_der_Provénce.jpeg,1888,"Israel Museum, Jerusalem (F558)",#6BB0CA,#C29C44,#D6B65F,#906E27,#EAD17F
635,Wheat Stacks with Reaper,Van_Gogh_-_Weizenfeld_mit_Hocken_und_Schnitter1.jpeg,1888,"Toledo Museum of Art Toledo, Ohio (F559)",#AB9165,#607574,#A0B0AE,#D8AD5C,#88662D
636,"Wheat Field with Sheaves, Arles","Vincent_van_Gogh,_Wheat_Field,_June_1888,_Oil_on_canvas.jpg",1888,"Honolulu Museum of Art, Honolulu, Hawaii (F561)",#807D7E,#BB955F,#9EB1C1,#977043,#6B4D34
637,Green Ears of Wheat,Van_Gogh_-_Grüne_Kornhalme.jpg,1888,"Israel Museum, Jerusalem (F562)",#9FA37B,#957B38,#74734C,#4C371F,#CDD5CB
638,Wheat Field,Van_Gogh_-_Weizenfeld.jpeg,1888,"P. and N. de Boer Foundation, Amsterdam (F564)",#A28838,#8699A2,#B5B49E,#626E62,#C2AA48
639,"Farmhouse in Provence, also Entrance Gate to a Farm with Haystacks","Farmhouse_in_Provence,_1888,_Vincent_van_Gogh,_NGA.jpg",1888,"National Gallery of Art, Washington, D.C. (F565)",#646850,#9F9574,#80681B,#BFD5BA,#A48624
640,Entrance to the Public Park in Arles (Man Reading a Newspaper in the Public Garden),Van_Gogh_Entrance_to_the_Public_Park_in_Arles.jpg,1888,"The Phillips Collection, Washington, D.C. (F566)",#6D703F,#657B68,#C1C48A,#344229,#888D5A
641,A Lane near Arles (Landscape with Edge of a Road),Van_Gogh_-_Allee_bei_Arles_mit_Häusern.jpeg,1888,"Pommersches Landesmuseum, Greifswald, Germany (F567)",#D6C253,#43615A,#818A4D,#63A7D7,#D3C48F
642,Les Alyscamps,"Van_Gogh_-_Les_Alyscamps,_Allee_in_Arles3.jpeg",1888,"Collection Basil P. and Elise Goulandris, Lausanne, Switzerland (F568)",#C7CAC9,#C1A88A,#BE8E5A,#E2BE64,#70756F
643,L'allée des Alyscamps,"Van_Gogh_-_Les_Alyscamps,_Allee_in_Arles1.jpeg",1888,"Niarchos Collection, Zürich (F569)",#B48B58,#AA9878,#CD903A,#675B43,#947A51
644,"Langlois Bridge at Arles, and Woman with an Umbrella",Van_Gogh_-_Die_Brücke_von_Langlois_in_Arles_mit_Dame_mit_Regenschirm.jpeg,1888,"Wallraf-Richartz Museum, Cologne, Germany (F570)",#BECED9,#9DB8C3,#928753,#D6AD46,#BEB9A3
645,The Langlois Bridge at Arles,Van_Gogh_-_Die_Brücke_von_Langlois_in_Arles2.jpeg,1888,Private collection (F571),#ABB9AF,#B6A573,#63563D,#857F66,#A18053
646,"Pollard Willows with Setting Sun, aka ""Willows at Sunset""",Willows_at_Sunset_1888_Vincent_van_Gogh.jpg,1888,"Kröller-Müller Museum, Otterlo, Netherlands (F572)",#E19D3A,#894E22,#55371E,#877255,#B46829
647,Trunk of an Old Yew Tree,Van_Gogh_-_Stamm_einer_alten_Eibe.jpeg,1888,Private Collection (F573),#AFA59D,#CDC3B9,#89806B,#E3D186,#CAB671
648,Ploughed Field,Vincent_van_Gogh_-_Geploegde_akkers_('De_voren')_-_Google_Art_Project.jpg,1888,"Van Gogh Museum, Amsterdam (F574)",#688189,#928552,#90A9A7,#665E33,#AFA26D
649,Landscape Under a Stormy Sky,Van_Gogh_-_Wiese_mit_Blumen_unter_Gewitterhimmel.jpeg,1888,"Fondation Pierre Gianadda, Martigny, Switzerland (on loan) assume from Fondation Socindec, Vaduz, Liechtenstein (F575)",#395524,#66843A,#7F8A92,#B1BAC0,#545E65
650,The Sower: Outskirts of Arles in the Background,Van_Gogh_-_Der_Sämann1.jpeg,1888,"Hammer Museum, Los Angeles (F575a)",#6C665C,#5F5B4D,#605B4E,#555043,#615D54
651,Farmhouses in Wheat Field Near Arles,Van_Gogh_-_Bauernhäuser_in_einem_Weizenfeld_bei_Arles.jpeg,1888,"P. and N. de Boer Foundation, Amsterdam, Netherlands or Van Gogh Museum, Amsterdam, Netherlands (F576)",#A18D55,#AABFC3,#727B53,#6EA2AB,#4A623E
652,Garden with Flowers (Behind a House),Van_Gogh_-_Mittagsstunde_oder_Garten_hinter_einem_Haus.jpeg,1888,Private Collection (F578),#CDB66A,#958355,#849E80,#B8C69D,#54593D
653,Still Life: Bowl with Daisies (Pot with Flowering Plant) (b/w copy),Van_Gogh_-_Schale_mit_Gänseblümchen.jpeg,1888,"Virginia Museum of Fine Arts, Richmond, Virginia (F591)",#6E8767,#4D5E40,#294332,#536B52,#48634D
655,Still Life: Majolica Jar with Oleanders and Books,WLA_metmuseum_Oleanders_by_Vincent_van_Gogh.jpg,1888,"Metropolitan Museum of Art, New York, New York (F593)",#C7A169,#9B9745,#4C4015,#9D6939,#78703C
656,Still Life: Vase with Oleanders,Still_Life_Vase_with_Oleanders_1888_van_Gogh.jpg,1888,"Location unknown, possibly stolen (F594)",#38413C,#845B4E,#577486,#C2AF8E,#748A91
657,Still Life: Majolica Jug with Wildflowers,Van_Gogh_Still_Life_Majolica_with_Wildflowers.jpg,1888,"Barnes Foundation, Merion, Pennsylvania (F600)",#EAD270,#A19040,#5B5A2A,#C1C393,#B8AD62
658,A Pair of Leather Clogs,Van_Gogh_-_Ein_Paar_Holzschuhe.jpeg,1888,"Van Gogh Museum, Amsterdam, Netherlands (F607)",#A1955E,#B8A965,#B2A35C,#B4A663,#A6995F
659,The Schoolboy with Uniform Cap (Camille Roulin),Vincent_Willem_van_Gogh_100.jpg,1888,"São Paulo Museum of Art, São Paulo, Brazil (F665)",#454A52,#757B7E,#CD8440,#763419,#DD2E1F
660,"Vincent's House in Arles, (The Yellow House), watercolor",Vincent's_House_in_Arles_(The_Yellow_House).jpg,1888,"Van Gogh Museum, Amsterdam (F1413)",#7E7345,#B5A470,#D4C392,#80928D,#5F7672
661,"Breton Women and Children (after Émile Bernard, watercolor)",Breton_Women.jpg,November 1888,"Galleria d'Arte Moderna, Milano, Italy (F1422)",#573D21,#906E45,#C19C68,#738185,#C0C4BE
